time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-06-13T09:19:23.350Z,36.117,-117.9886667,4.53,0.87,ml,21,80,0.1083,0.16,ci,ci40796840,2024-06-13T15:30:12.483Z,"9 km NNW of Coso Junction, CA",earthquake,0.25,1.51,0.15,10,reviewed,ci,ci
2024-06-13T09:16:55.100Z,19.19516754,-155.425827,33.47000122,2.32,ml,30,155,0.05235,0.209999993,hv,hv74275266,2024-06-13T09:19:32.990Z,"5 km E of Pāhala, Hawaii",earthquake,1.78,1.15999997,0.33,3,automatic,hv,hv
2024-06-13T09:09:49.580Z,35.0295,-119.1065,16.67,1.52,ml,45,35,0.03449,0.21,ci,ci40796832,2024-06-13T15:25:40.440Z,"19 km WNW of Grapevine, CA",earthquake,0.22,0.64,0.213,37,reviewed,ci,ci
2024-06-13T09:06:20.640Z,38.80566788,-122.8206635,2.380000114,1.12,md,22,68,0.00738,0.03,nc,nc75021727,2024-06-13T09:07:56.104Z,"6 km NW of The Geysers, CA",earthquake,0.22,0.389999986,0.14,24,automatic,nc,nc
2024-06-13T08:56:11.450Z,38.85699844,-123.0124969,5.260000229,2.82,md,55,54,0.05301,0.08,nc,nc75021717,2024-06-13T15:22:40.206Z,"6 km NNE of Cloverdale, CA",earthquake,0.2,0.560000002,0.15,74,automatic,nc,nc
2024-06-13T08:47:01.240Z,39.7406,-118.0139,0,1.4,ml,8,201.53,0.081,0.1245,nn,nn00879138,2024-06-13T08:49:49.605Z,"62 km SE of Lovelock, Nevada",earthquake,,5.7,0.31,2,automatic,nn,nn
2024-06-13T08:44:56.100Z,19.16966629,-155.4869995,30.12999916,2.15,ml,56,95,0.02747,0.129999995,hv,hv74275236,2024-06-13T08:47:35.140Z,"3 km SSW of Pāhala, Hawaii",earthquake,0.34,0.49000001,0.53,10,automatic,hv,hv
2024-06-13T08:44:03.176Z,60.2085,-153.0608,126.1,1.9,ml,,,,0.4,ak,ak0247l0p61w,2024-06-13T11:14:20.040Z,"69 km E of Port Alsworth, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-06-13T08:31:19.677Z,40.1142,-119.833,7.2,1.3,ml,9,175.37,0.095,0.3067,nn,nn00879137,2024-06-13T08:33:39.725Z,"25 km ENE of Doyle, California",earthquake,,2.9,0.39,4,automatic,nn,nn
2024-06-13T08:23:42.810Z,33.3061667,-116.2531667,4.61,1.09,ml,65,23,0.07331,0.21,ci,ci40796672,2024-06-13T13:32:49.680Z,"13 km ENE of Borrego Springs, CA",earthquake,0.17,0.51,0.142,27,reviewed,ci,ci
2024-06-13T08:05:17.165Z,64.9208,-148.9577,13.9,1.2,ml,,,,0.41,ak,ak0247l0gu84,2024-06-13T08:07:12.107Z,"31 km SE of Minto, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-06-13T07:56:37.348Z,62.7436,-148.8847,9.8,1.1,ml,,,,0.47,ak,ak0247l06dp2,2024-06-13T07:58:47.143Z,"70 km ENE of Chase, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-06-13T07:49:39.250Z,60.253,-149.771,37.2,1.8,ml,,,,0.34,ak,ak0247l04vtx,2024-06-13T07:51:28.583Z,"23 km WNW of Bear Creek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-06-13T07:49:34.631Z,63.0785,-150.9608,135.2,1.4,ml,,,,0.21,ak,ak0247l04ve3,2024-06-13T07:52:35.432Z,"64 km SE of Denali National Park, Alaska",earthquake,,1.4,,,automatic,ak,ak
2024-06-13T07:40:37.833Z,49.5568,153.4488,192.677,4.5,mb,72,134,4.443,0.5,us,us7000ms38,2024-06-13T07:54:27.040Z,"228 km SW of Severo-Kuril’sk, Russia",earthquake,11.41,8.365,0.04,182,reviewed,us,us
2024-06-13T07:38:40.300Z,35.6846667,-117.5316667,9.26,0.84,ml,18,106,0.09004,0.11,ci,ci40796512,2024-06-13T15:16:30.579Z,"15 km SW of Searles Valley, CA",earthquake,0.31,0.64,0.04,4,reviewed,ci,ci
2024-06-13T07:17:54.870Z,34.15283333,-84.03233333,8.86,2.22,md,13,105,0.2892,0.18,se,se60502068,2024-06-13T15:18:54.676Z,"4 km NW of Buford, Georgia",earthquake,0.77,2.61,0.037518738,10,reviewed,se,se
2024-06-13T07:17:12.196Z,63.5681,-150.6841,0,1.8,ml,,,,0.85,ak,ak0247kzxytv,2024-06-13T07:19:28.521Z,"51 km E of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-06-13T07:08:35.840Z,38.777668,-122.7279968,1.519999981,1.34,md,22,74,0.008801,0.05,nc,nc75021697,2024-06-13T07:10:11.194Z,"2 km E of The Geysers, CA",earthquake,0.27,0.419999987,0.15,23,automatic,nc,nc
2024-06-13T07:06:40.810Z,38.79833221,-122.8041687,2.839999914,0.74,md,8,125,0.01003,0.02,nc,nc75021692,2024-06-13T07:08:15.787Z,"5 km NW of The Geysers, CA",earthquake,0.81,2.29999995,0.42,9,automatic,nc,nc
2024-06-13T07:05:45.447Z,63.1193,-151.447,6.1,2.7,ml,,,,0.42,ak,ak0247kzvgsw,2024-06-13T07:15:10.040Z,"48 km SSE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-06-13T07:01:36.450Z,19.18149948,-155.4720001,33.56000137,1.94000006,md,27,207,0.07125,0.129999995,hv,hv74275106,2024-06-13T07:03:21.670Z,"2 km SSE of Pāhala, Hawaii",earthquake,1.34,0.889999986,0.079999998,4,automatic,hv,hv
2024-06-13T07:01:25.110Z,57.0747,-154.9986,40.9,1.7,ml,,,,0.2,ak,ak0247kzukdb,2024-06-13T07:03:35.853Z,"52 km WNW of Akhiok, Alaska",earthquake,,8.3,,,automatic,ak,ak
2024-06-13T06:55:09.690Z,61.654,-147.5758,31.1,2.1,ml,,,,0.58,ak,ak0247kzko8p,2024-06-13T06:56:49.887Z,"17 km SSE of Glacier View, Alaska",earthquake,,0.1,,,automatic,ak,ak
2024-06-13T06:50:11.350Z,47.7345,-113.7693333,8.49,1.23,ml,12,172,0.208,0.06,mb,mb90054583,2024-06-13T13:42:30.610Z,"22 km E of Finley Point, Montana",earthquake,0.47,1.34,0.351474831,5,reviewed,mb,mb
2024-06-13T06:41:44.140Z,38.84083176,-122.8213348,1.929999948,0.64,md,8,94,0.01128,0.01,nc,nc75021682,2024-06-13T06:43:19.846Z,"9 km WNW of Cobb, CA",earthquake,0.68,2.00999999,0.45,7,automatic,nc,nc
2024-06-13T06:28:19.900Z,63.1202,-151.4337,4.6,3.4,ml,,,,0.94,ak,ak0247kzewoq,2024-06-13T07:44:01.084Z,"49 km SSE of Denali National Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-06-13T06:19:06.700Z,33.5313333,-116.4446667,7.25,0.27,ml,12,62,0.01771,0.1,ci,ci40796192,2024-06-13T15:13:09.825Z,"19 km SW of La Quinta, CA",earthquake,0.3,0.54,0.058,5,reviewed,ci,ci
2024-06-13T06:00:07.170Z,65.6513,-144.9742,13.2,2,ml,,,,0.64,ak,ak0247kz8vnx,2024-06-13T06:01:47.244Z,"11 km NW of Central, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-06-13T05:46:16.261Z,62.3816,-151.0477,8.3,1.3,ml,,,,0.88,ak,ak0247kyxbou,2024-06-13T05:48:57.106Z,"19 km SW of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-06-13T05:39:40.880Z,19.47933388,-155.2283325,18.11000061,1.75,md,9,327,0.07146,0.209999993,hv,hv74275051,2024-06-13T05:41:08.700Z,"4 km N of Volcano, Hawaii",earthquake,13.25,15.8299999,0.330000013,7,automatic,hv,hv
2024-06-13T05:33:02.661Z,61.6856,-149.5346,36.3,0.8,ml,,,,0.37,ak,ak0247kyuica,2024-06-13T05:34:34.214Z,"7 km NNE of Meadow Lakes, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-06-13T05:30:07.261Z,55.485,162.715,49.112,4.9,mww,117,94,3.43,0.9,us,us7000ms2s,2024-06-13T05:47:20.040Z,"84 km S of Ust’-Kamchatsk Staryy, Russia",earthquake,8.4,6.369,0.093,11,reviewed,us,us
2024-06-13T05:14:59.830Z,18.24633333,-66.4135,39.43,2.05,md,13,68,0.08661,0.13,pr,pr71452463,2024-06-13T05:36:37.150Z,"3 km NW of Orocovis, Puerto Rico",earthquake,0.49,0.69,0.157886619,5,reviewed,pr,pr
2024-06-13T04:58:13.060Z,40.24283218,-121.1500015,-0.49000001,2.47,md,17,83,0.2357,0.23,nc,nc75021667,2024-06-13T15:36:12.330Z,"4 km NE of Almanor, CA",earthquake,0.56,15.3599997,0.04,11,automatic,nc,nc
2024-06-13T04:57:16.660Z,37.46933365,-118.836998,1.5,1.25,md,8,220,0.1206,0.02,nc,nc75021662,2024-06-13T04:58:54.925Z,"17 km WSW of Toms Place, CA",earthquake,1.86,3.6099999,0.08,6,automatic,nc,nc
2024-06-13T04:46:39.290Z,38.79216766,-122.7818298,3.480000019,0.45,md,8,108,0.004864,0.01,nc,nc75021657,2024-06-13T04:48:15.800Z,"3 km NW of The Geysers, CA",earthquake,0.47,1.38,0.18,8,automatic,nc,nc
2024-06-13T04:42:55.250Z,19.2215004,-155.4748383,33.40999985,2.26999998,md,38,105,0.03515,0.159999996,hv,hv74274981,2024-06-13T04:44:44.190Z,"2 km N of Pāhala, Hawaii",earthquake,0.54,0.779999971,0.25,8,automatic,hv,hv
2024-06-13T04:40:52.200Z,61.4104,-152.3158,4.3,0.7,ml,,,,0.75,ak,ak0247kyaokj,2024-06-13T04:43:50.799Z,"72 km WNW of Beluga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-06-13T04:38:50.141Z,61.4259,-152.3439,1.1,2,ml,,,,0.8,ak,ak0247kya8za,2024-06-13T04:40:48.175Z,"74 km WNW of Beluga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-06-13T04:37:58.250Z,38.79050064,-122.7263336,1.389999986,1.3,md,20,91,0.01089,0.03,nc,nc75021647,2024-06-13T04:39:34.861Z,"3 km ENE of The Geysers, CA",earthquake,0.25,0.529999971,0.21,20,automatic,nc,nc
2024-06-13T04:34:03.700Z,38.82416534,-122.765831,1.980000019,1.07,md,19,121,0.007058,0.03,nc,nc75021642,2024-06-13T04:35:39.794Z,"4 km WNW of Cobb, CA",earthquake,0.25,0.409999996,0.13,19,automatic,nc,nc
2024-06-13T04:31:38.730Z,38.7871666,-122.7701645,1.039999962,1.36,md,22,81,0.01512,0.03,nc,nc75021637,2024-06-13T04:33:14.888Z,"2 km NW of The Geysers, CA",earthquake,0.24,0.330000013,0.16,24,automatic,nc,nc
2024-06-13T04:31:18.730Z,34.0356667,-116.8201667,13.28,0.44,ml,27,104,0.0103,0.1,ci,ci40795880,2024-06-13T15:08:34.085Z,"13 km NNE of Banning, CA",earthquake,0.19,0.37,0.062,5,reviewed,ci,ci
2024-06-13T04:23:35.370Z,38.81800079,-122.8246689,2.210000038,1.07,md,25,63,0.009571,0.02,nc,nc75021627,2024-06-13T04:25:10.920Z,"7 km NW of The Geysers, CA",earthquake,0.19,0.400000006,0.11,25,automatic,nc,nc
2024-06-13T04:20:44.004Z,66.0102,-148.044,16.2,1.1,ml,,,,0.65,ak,ak0247ky6dm8,2024-06-13T04:22:45.278Z,"47 km E of Stevens Village, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-06-13T04:19:32.620Z,38.82833481,-122.7963333,3.00999999,0.27,md,7,121,0.01181,0.01,nc,nc75021622,2024-06-13T04:21:10.555Z,"6 km WNW of Cobb, CA",earthquake,0.54,1.47000003,0.07,8,automatic,nc,nc
2024-06-13T04:19:20.484Z,-24.2194,179.9965,512.568,4.5,mb,33,81,5.338,0.75,us,us7000ms2i,2024-06-13T04:41:29.040Z,south of the Fiji Islands,earthquake,13.96,8.478,0.106,26,reviewed,us,us
2024-06-13T04:17:05.250Z,38.8176651,-122.8243332,2.319999933,1.08,md,17,64,0.009565,0.02,nc,nc75021617,2024-06-13T04:18:40.750Z,"7 km NW of The Geysers, CA",earthquake,0.25,0.460000008,0.13,21,automatic,nc,nc
2024-06-13T04:13:26.379Z,-18.91,-172.7208,10,5,mb,34,100,2.648,1.64,us,us7000ms2f,2024-06-13T04:33:25.040Z,"136 km ESE of Neiafu, Tonga",earthquake,6.37,1.913,0.12,22,reviewed,us,us
2024-06-13T04:09:31.420Z,33.5841667,-116.8098333,8.19,0.51,ml,38,36,0.03934,0.14,ci,ci40795872,2024-06-13T14:55:10.233Z,"13 km WNW of Anza, CA",earthquake,0.16,0.37,0.157,17,reviewed,ci,ci
2024-06-13T04:08:34.218Z,57.9702,-155.4038,99.2,1.6,ml,,,,0.23,ak,ak0247ky3s9p,2024-06-13T04:10:34.705Z,"72 km NW of Karluk, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-06-13T03:56:50.630Z,57.8899,-153.5538,45.8,2,ml,,,,0.35,ak,ak0247kxsoav,2024-06-13T03:58:42.696Z,"39 km W of Port Lions, Alaska",earthquake,,2.1,,,automatic,ak,ak
2024-06-13T03:50:04.869Z,36.7202,-116.1436,1.4,-0.4,ml,9,279.62,0.012,0.0355,nn,nn00879144,2024-06-13T12:42:11.225Z,"45 km WNW of Indian Springs, Nevada",earthquake,,2.3,0,1,reviewed,nn,nn
2024-06-13T03:46:19.102Z,36.6919,-116.0533,3.7,-0.5,ml,10,307.60999999999996,0.037,0.024,nn,nn00879143,2024-06-13T12:36:02.542Z,"36 km WNW of Indian Springs, Nevada",earthquake,,6.7,0,1,reviewed,nn,nn
2024-06-13T03:44:29.530Z,58.8973,-154.5752,115.8,1.5,ml,,,,0.56,ak,ak0247kxq0sr,2024-06-13T03:46:55.851Z,"61 km S of Kokhanok, Alaska",earthquake,,1,,,automatic,ak,ak
2024-06-13T03:34:54.469Z,27.1548,140.2535,427.016,4,mb,37,95,1.722,0.68,us,us7000ms29,2024-06-13T04:01:56.040Z,"Bonin Islands, Japan region",earthquake,11.23,9.87,0.116,20,reviewed,us,us
2024-06-13T03:34:03.190Z,38.74850082,-122.737999,0.560000002,0.79,md,7,145,0.01663,0.01,nc,nc75021607,2024-06-13T03:35:40.148Z,"4 km SSE of The Geysers, CA",earthquake,0.31,0.74000001,0.41,6,automatic,nc,nc
